,score_0,review_0,positive_review_0,negative_review_0,score_1,review_1,positive_review_1,negative_review_1,score_2,review_2,positive_review_2,negative_review_2,score_3,review_3,positive_review_3,negative_review_3,score_4,review_4,positive_review_4,negative_review_4,score_5,review_5,positive_review_5,negative_review_5,score_6,review_6,positive_review_6,negative_review_6,min_score
14,2.9,"Positive: I was so disappointed in the hotel my overall stay was terrible.
Negative: there was a bug in our bed the tv didn't work at all didn't have any signal you would think paying 100 for a more senior room they would check the tv it smelt of damp and the shower was freezing cold although i put the hot on full there was. Woodlice in the room hence why I found one in the bed plus all the wood of the bathroom door was chipped off. I never ever complain about a room even if I didn't like it but when I emailed the manager I didn't even get a response back ","I was so disappointed in the hotel my overall stay was terrible.
",there was a bug in our bed the tv didn't work at all didn't have any signal you would think paying 100 for a more senior room they would check the tv it smelt of damp and the shower was freezing cold although i put the hot on full there was. Woodlice in the room hence why I found one in the bed plus all the wood of the bathroom door was chipped off. I never ever complain about a room even if I didn't like it but when I emailed the manager I didn't even get a response back ,3.3,"Positive: Not a lot.
Negative: Dirty rooms in fact for Hallmark disgusting. The service was shocking and as for breakfast nothing was filled up cutlery crockery filthy ","Not a lot.
",Dirty rooms in fact for Hallmark disgusting. The service was shocking and as for breakfast nothing was filled up cutlery crockery filthy ,3.8,"Positive:
Negative: The receptionist was rude. I had to pay for parking and was disappointed with the bedroom. The bathroom had no soap the lighting was poor and the heating didn't work and the room was freezing cold. The towel was dirty. It definitely was not worth the money spent ","
",The receptionist was rude. I had to pay for parking and was disappointed with the bedroom. The bathroom had no soap the lighting was poor and the heating didn't work and the room was freezing cold. The towel was dirty. It definitely was not worth the money spent ,5.8,"Positive: Room was big and comfortable.
Negative: The layout of the hotel means that you have to go in two lifts and walk loads to even get to your room carrying your bags. Food for room service or in the restaurant was very poor choice and poor quality","Room was big and comfortable.
",The layout of the hotel means that you have to go in two lifts and walk loads to even get to your room carrying your bags. Food for room service or in the restaurant was very poor choice and poor quality,7.5,"Positive: Clean, friendly staff.
Negative: Rooms old and dated. Website very misleading with pictures. Extremely warm in the room ","Clean, friendly staff.
",Rooms old and dated. Website very misleading with pictures. Extremely warm in the room ,8.3,"Positive: Everything.
Negative: The 24 hour room service no one was available to answer the call. We called for nearly 2 hours from our room disappointing you should not lie in your booklet that you are 24 hours room service if you do not answer","Everything.
",The 24 hour room service no one was available to answer the call. We called for nearly 2 hours from our room disappointing you should not lie in your booklet that you are 24 hours room service if you do not answer,9.6,"Positive: Stayed on the night of our wedding called a couple of days before to see about an early check and spoke with head of housekeeping Jeanette and although they were full and had a wedding on site she made sure I could get in just before 11am instead of 2pm making my day a lot less stressful. Natalie on reception was equally as helpful. Highly recommend anyone to book.
Negative:","Stayed on the night of our wedding called a couple of days before to see about an early check and spoke with head of housekeeping Jeanette and although they were full and had a wedding on site she made sure I could get in just before 11am instead of 2pm making my day a lot less stressful. Natalie on reception was equally as helpful. Highly recommend anyone to book.
",,2.9
15,8.3,"Positive: Location. Reception noticed that during the stay I had my birthday and I got a little cake sweet. 
Negative: Our shower had clogged drain of water so I think the room shouldn't be sold. Bed mattress was a little hard","Location. Reception noticed that during the stay I had my birthday and I got a little cake sweet. 
",Our shower had clogged drain of water so I think the room shouldn't be sold. Bed mattress was a little hard,9.6,"Positive: Stunning hotel, beautiful bedrooms with lovely personal touches for example a small atomiser left on bed to aid sleeping.
Negative:","Stunning hotel, beautiful bedrooms with lovely personal touches for example a small atomiser left on bed to aid sleeping.
",,9.6,"Positive: Very clean and spacious. Thank you for the upgrade.
Negative: Nothing much the quality of the French toast was rather poor during breakfast","Very clean and spacious. Thank you for the upgrade.
",Nothing much the quality of the French toast was rather poor during breakfast,9.6,"Positive: Superb rooms staff service food ambience.
Negative: Wifi so slow. In fact 4G mobile bandwidth and reliability much better than the WiFi","Superb rooms staff service food ambience.
",Wifi so slow. In fact 4G mobile bandwidth and reliability much better than the WiFi,9.6,"Positive: Friendly helpful efficient staff especially the bar restaurant workers the bellmen. All went out of their way to make one feel relaxed welcome.
Negative: No bad experiences","Friendly helpful efficient staff especially the bar restaurant workers the bellmen. All went out of their way to make one feel relaxed welcome.
",No bad experiences,10,"Positive: Everything this is my favourite London hotel with incredibly comfortable rooms, staff that do everything to make your stay enjoyable and breakfasts that are varied and always enjoyable.
Negative: I could have stayed longer ","Everything this is my favourite London hotel with incredibly comfortable rooms, staff that do everything to make your stay enjoyable and breakfasts that are varied and always enjoyable.
",I could have stayed longer ,10,"Positive: Everything about this hotel was top notch. The hotel is perfectly located near key attractions but not too in the middle of the tourist mess. The rooms are elegant and well appointed with luxurious modern amenities. The staff is attentive as suits the level a luxury hotel demands they went over the top in every aspect. While it is not for budget travelers the value of the hotel is well beyond what it costs. I will never stay anywhere else.
Negative: Literally nothing. It is perfect ","Everything about this hotel was top notch. The hotel is perfectly located near key attractions but not too in the middle of the tourist mess. The rooms are elegant and well appointed with luxurious modern amenities. The staff is attentive as suits the level a luxury hotel demands they went over the top in every aspect. While it is not for budget travelers the value of the hotel is well beyond what it costs. I will never stay anywhere else.
",Literally nothing. It is perfect ,8.3
16,3.8,"Positive:
Negative: We had first been given a room that was already occupied by other guests and just imagine the embarrassment walking into someone else's room in the middle of the night. No apologies or explanation was made by the hotel staff. Then our credit card got charged twice and we still haven't received our refund. Having paid 250 per night for a room for 7 nights. I expected better than this ","
",We had first been given a room that was already occupied by other guests and just imagine the embarrassment walking into someone else's room in the middle of the night. No apologies or explanation was made by the hotel staff. Then our credit card got charged twice and we still haven't received our refund. Having paid 250 per night for a room for 7 nights. I expected better than this ,6.3,"Positive: location is nearby Eusten Station Regent Park.
Negative: 1. Noisy from the street hotel maintenance work the church bells 2. The hotel is old building 3. There was maintenance work during my staying period in the hotel and supposedly the guest should be informed about that before check in date ","location is nearby Eusten Station Regent Park.
",1. Noisy from the street hotel maintenance work the church bells 2. The hotel is old building 3. There was maintenance work during my staying period in the hotel and supposedly the guest should be informed about that before check in date ,6.7,"Positive: The hotel its self was a very good standard.
Negative: The deputy manager Jeffery Hosegood was terrible and unnecessarily very catty an attitude to put me off going to the hotel ever again ","The hotel its self was a very good standard.
",The deputy manager Jeffery Hosegood was terrible and unnecessarily very catty an attitude to put me off going to the hotel ever again ,7.5,"Positive: Good selection at breakfast. Beds comfortable. Handy when travelling by train from Kings Cross Euston or St. Pancreas Train Stations.
Negative: Food drink in Bistro expensive","Good selection at breakfast. Beds comfortable. Handy when travelling by train from Kings Cross Euston or St. Pancreas Train Stations.
",Food drink in Bistro expensive,7.9,"Positive: Breakfast was lovely, location was perfect for what we wanted to do for the weekend.
Negative: The bedroom was disappointing, it was a disabled room so no bath. The work desk didn't have a mirror so drying my hair and putting my makeup on was difficult as the mirror was in the bathroom nowhere near a socket. It was also very hot the air con didn't work and there was no extractor fan in the bathroom. Apart from that the room was very clean and the staff were very helpful ","Breakfast was lovely, location was perfect for what we wanted to do for the weekend.
","The bedroom was disappointing, it was a disabled room so no bath. The work desk didn't have a mirror so drying my hair and putting my makeup on was difficult as the mirror was in the bathroom nowhere near a socket. It was also very hot the air con didn't work and there was no extractor fan in the bathroom. Apart from that the room was very clean and the staff were very helpful ",7.9,"Positive: Trainee receptionist made sure I had a quiet room. Evening meal head barman was very attentive and knew his stuff.
Negative: Small bedroom but I get why in London","Trainee receptionist made sure I had a quiet room. Evening meal head barman was very attentive and knew his stuff.
",Small bedroom but I get why in London,9.6,"Positive: Staff were incredibly friendly and helpful. Couldn't do enough.
Negative: Room was a little bit too hot as on 4th floor and in the eaves ","Staff were incredibly friendly and helpful. Couldn't do enough.
",Room was a little bit too hot as on 4th floor and in the eaves ,3.8
17,5,"Positive: Location.
Negative: Not really clean slow. Internet and no cellphone coverage in the 2nd floor. The big doors in the corridor were very noisy that. I couldn't sleep","Location.
",Not really clean slow. Internet and no cellphone coverage in the 2nd floor. The big doors in the corridor were very noisy that. I couldn't sleep,5.4,"Positive: The location. The internet service.
Negative: Small room. Uncomfort bed bad mattress. Dirty room. Poor in cleaning","The location. The internet service.
",Small room. Uncomfort bed bad mattress. Dirty room. Poor in cleaning,5.4,"Positive: The location.
Negative: The lift service. The price of the breakfast. People constantly smoking at the entrance to the hotel","The location.
",The lift service. The price of the breakfast. People constantly smoking at the entrance to the hotel,5.4,"Positive: The location. The internet service.
Negative: Small room. Uncomfort bed bad mattress. Dirty room. Poor in cleaning","The location. The internet service.
",Small room. Uncomfort bed bad mattress. Dirty room. Poor in cleaning,7.1,"Positive: Location.
Negative: Some bar staff a little slow and quiet abrupt. Waited 50 mins for a drink to be told that they had 15 to make before ours 50 mins later still no drink. Hidden costs of vat and service charge was disgusting too should be clear in the menu one price. Would stay again but not use facilities in hotel ","Location.
",Some bar staff a little slow and quiet abrupt. Waited 50 mins for a drink to be told that they had 15 to make before ours 50 mins later still no drink. Hidden costs of vat and service charge was disgusting too should be clear in the menu one price. Would stay again but not use facilities in hotel ,7.5,"Positive: The location only. Other than that it's not worth the money.
Negative: They assigned my room to a new guest. He came into my room and luckily I was there. They apologized and blamed it on their system. For reference the hotel has a history of careless mistakes ","The location only. Other than that it's not worth the money.
",They assigned my room to a new guest. He came into my room and luckily I was there. They apologized and blamed it on their system. For reference the hotel has a history of careless mistakes ,9.6,"Positive: Just across from Hyde Park and close to tube and a range of buses in Oxford Street. Breakfast buffet superb and really great value. Bed comfortable excellent shower pressure and bathroom facilities. 
Negative: Towels were changed every day even though we hung them on the rack. An environmental friendly policy is needed to save water and power ","Just across from Hyde Park and close to tube and a range of buses in Oxford Street. Breakfast buffet superb and really great value. Bed comfortable excellent shower pressure and bathroom facilities. 
",Towels were changed every day even though we hung them on the rack. An environmental friendly policy is needed to save water and power ,5
18,5.4,"Positive: we loved the location and that we had a balcony.
Negative: the Hotel is in bad need of renovations, the bed very uncomfortable, the walls are peeling off ","we loved the location and that we had a balcony.
","the Hotel is in bad need of renovations, the bed very uncomfortable, the walls are peeling off ",6.3,"Positive: The staff was very kind and tried to make up for the poor condition of the hotel.
Negative: There was a soaked carpet in one room. The next room they gave me had a toilet that didn't flush and an area in the room that smelled of urine. The elevator jerked badly every time it stopped on the lobby or the floors above ","The staff was very kind and tried to make up for the poor condition of the hotel.
",There was a soaked carpet in one room. The next room they gave me had a toilet that didn't flush and an area in the room that smelled of urine. The elevator jerked badly every time it stopped on the lobby or the floors above ,7.1,"Positive: Lovely balcony and shower.
Negative: Air con didn't work. Room felt tired we last visited 2 years ago and nothing had changed. Could do with a refurb upgrade ","Lovely balcony and shower.
",Air con didn't work. Room felt tired we last visited 2 years ago and nothing had changed. Could do with a refurb upgrade ,8.8,"Positive: Everything was as good as we could have hoped for. Great staff.
Negative: The fitness room was a disaster. Please fix that emediatly ","Everything was as good as we could have hoped for. Great staff.
",The fitness room was a disaster. Please fix that emediatly ,9.2,"Positive: Great concierge service which was extremely helpful with restaurant bookings.
Negative: I would rate the Concierge Service 10/10 but in comparison the Front Desk Service was 5/10 they were very pleasant but inefficient and slow ","Great concierge service which was extremely helpful with restaurant bookings.
",I would rate the Concierge Service 10/10 but in comparison the Front Desk Service was 5/10 they were very pleasant but inefficient and slow ,10,"Positive: The room 712D was perfect with a beautiful view of both The Eiffel Tower and Sacre Coeur. The concierge was very helpful and the dinner in the restaurant was excellent. We will book with you again the next time we come to Paris.
Negative:","The room 712D was perfect with a beautiful view of both The Eiffel Tower and Sacre Coeur. The concierge was very helpful and the dinner in the restaurant was excellent. We will book with you again the next time we come to Paris.
",,10,"Positive: Full buffet breakfast. Very knowledgeable helpful and considerate staff who spoke excellent English. We used the hop on and hop off bus for our main transportation around Paris and the walk from the hotel to the hop on on hop off stop was only a 7-10 minute walk. For us a great location.
Negative: Nothing. This was a most enjoyable stay ","Full buffet breakfast. Very knowledgeable helpful and considerate staff who spoke excellent English. We used the hop on and hop off bus for our main transportation around Paris and the walk from the hotel to the hop on on hop off stop was only a 7-10 minute walk. For us a great location.
",Nothing. This was a most enjoyable stay ,5.4
19,5.8,"Positive: Friendly staff.
Negative: Bad smell in the room. Towels must be replaced to newer. No bath gel replacement for two days. Towels should be more than one shower per day","Friendly staff.
",Bad smell in the room. Towels must be replaced to newer. No bath gel replacement for two days. Towels should be more than one shower per day,7.5,"Positive: Friendly staff, good breakfast, comfortable bed.
Negative: Sink was not in the bathroom but actually in the room","Friendly staff, good breakfast, comfortable bed.
",Sink was not in the bathroom but actually in the room,7.5,"Positive: Location was good and excellent car park. Helpful and friendly staff on reception.
Negative: Sink was in the bedroom instead of in the bathroom. Very inconvenient","Location was good and excellent car park. Helpful and friendly staff on reception.
",Sink was in the bedroom instead of in the bathroom. Very inconvenient,8.3,"Positive: The location is really nice the main street is just like 5 mins walk the hill for a cable car is just nearby and also the sea is easy to reach. The rooms are bright with wide windows as I expected. Cosy.
Negative: It was kind of uncomfortable to have a sink inside the room rather than bathroom. Also I was missing simple thing like you even find in 3 hotel body lotion. Instead there is quite a few things like a shower cap which is much less important ","The location is really nice the main street is just like 5 mins walk the hill for a cable car is just nearby and also the sea is easy to reach. The rooms are bright with wide windows as I expected. Cosy.
",It was kind of uncomfortable to have a sink inside the room rather than bathroom. Also I was missing simple thing like you even find in 3 hotel body lotion. Instead there is quite a few things like a shower cap which is much less important ,8.8,"Positive: Hotel is close to Paralel metro station. Room was clean bed was conforable. Good choice for business purposes.
Negative: There was no luggage rack in the room. Hotel is far from attraction centers for walking ","Hotel is close to Paralel metro station. Room was clean bed was conforable. Good choice for business purposes.
",There was no luggage rack in the room. Hotel is far from attraction centers for walking ,8.8,"Positive: The staff were all very helpful and friendly. The beds were really comfortable.
Negative: Wish there were a larger desk and a chair ","The staff were all very helpful and friendly. The beds were really comfortable.
",Wish there were a larger desk and a chair ,9.6,"Positive: Booked this with my friends for 4 night, the staff is extremely nice and helpful and the rooms are very clean and comfy. we made a good call on this place.
Negative:","Booked this with my friends for 4 night, the staff is extremely nice and helpful and the rooms are very clean and comfy. we made a good call on this place.
",,5.8
20,6.3,"Positive: Location, Staff, room.
Negative: breakfast. Parking is 10 mins away no bell boys had to load luggage on my own in my car ","Location, Staff, room.
",breakfast. Parking is 10 mins away no bell boys had to load luggage on my own in my car ,8.3,"Positive: Friendly staff and excellent location. Nice river view.
Negative: Small room but who's going to spend whole day in the room with dozens of attractions around ","Friendly staff and excellent location. Nice river view.
",Small room but who's going to spend whole day in the room with dozens of attractions around ,8.8,"Positive: Location and friendliness of the staff. Team were very welcoming and most helpful. Nothing was too much trouble. Room size was adequate size very quiet even though we were street facing. Lift access to all floors was appreciated. Qualities toiletries provided.
Negative: Would have like tea coffee facilities in the room ","Location and friendliness of the staff. Team were very welcoming and most helpful. Nothing was too much trouble. Room size was adequate size very quiet even though we were street facing. Lift access to all floors was appreciated. Qualities toiletries provided.
",Would have like tea coffee facilities in the room ,8.8,"Positive: Location was excellent could see. Notre dame from the window. The hotel is a few minutes walk to metro RER bus and hop of n on bus.
Negative: Shower over the bath","Location was excellent could see. Notre dame from the window. The hotel is a few minutes walk to metro RER bus and hop of n on bus.
",Shower over the bath,10,"Positive: We were on the 5th floor with a lovely view over the Seine and Notre Dame. The bed was superb but the lasting impression was of the staff our concierge was extremely knowledgeable helpful and welcoming.
Negative: Some low beams in the bedroom meant a few bumps to the head ","We were on the 5th floor with a lovely view over the Seine and Notre Dame. The bed was superb but the lasting impression was of the staff our concierge was extremely knowledgeable helpful and welcoming.
",Some low beams in the bedroom meant a few bumps to the head ,10,"Positive: Location and view are key at this charming hotel. For a short visit for tourism or for business in the central city one would hardly need transportation. If you do a taxi stand is just beyond the door and just past that a stop for the Metro Need RER. The station for line to CDG is two steps right of the entrance. Rooms are beautifully quiet and peaceful. The courtesy of the staff can't be surpassed. Add little kindnesses like providing good umbrellas for rainy days and guests get the feeling their needs are anticipated and honored.
Negative:","Location and view are key at this charming hotel. For a short visit for tourism or for business in the central city one would hardly need transportation. If you do a taxi stand is just beyond the door and just past that a stop for the Metro Need RER. The station for line to CDG is two steps right of the entrance. Rooms are beautifully quiet and peaceful. The courtesy of the staff can't be surpassed. Add little kindnesses like providing good umbrellas for rainy days and guests get the feeling their needs are anticipated and honored.
",,10,"Positive: I liked the wonderful friendliness and helpfulness of the people who worked there, the tasteful decor of our very spacious blue room, the views on Notre Dame for real magical at night and of course the unbeatable location. Thank you again to Rives de Notre Dame. The hotel is better than on the photos
Negative:","I liked the wonderful friendliness and helpfulness of the people who worked there, the tasteful decor of our very spacious blue room, the views on Notre Dame for real magical at night and of course the unbeatable location. Thank you again to Rives de Notre Dame. The hotel is better than on the photos
",,6.3
21,2.5,"Positive: Nothing.
Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel","Nothing.
",The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel,3.3,"Positive: the location.
Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list ","the location.
",1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list ,3.3,"Positive: nothing except location.
Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable","nothing except location.
",everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable,3.8,"Positive: The staff are very friendly and helpful which is the only positive thing about this hotel.
Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast ","The staff are very friendly and helpful which is the only positive thing about this hotel.
",It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast ,4.2,"Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.
Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception","some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.
","the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception",5.8,"Positive: Breakfast is good. Weekday staff is very kind. But weekend staff is so no.
Negative: Shower box is not provided enough water and there is tram noise ","Breakfast is good. Weekday staff is very kind. But weekend staff is so no.
",Shower box is not provided enough water and there is tram noise ,6.3,"Positive: Trams passed the front door. Attractive foyer. Staff spoke English and gave good guidance to how to get around. Breakfast waitress was very helpful but the selection of food was limited and breakfast finished at 09:00.
Negative: Rooms were tired. Carpet needed a good clean or replacement. Plumbing system outdated. Various fittings were missing or knobs had come off. There were about 5 lamps that needed replacing. The tv remote did not work and request for new batteries did not happen. Unfortunately 2 of our party were ill and stayed in their rooms and were disturbed even though we had requested that the rooms were not serviced that day. Nothing to do with the hotel but there is a 10 euro per night city tax ","Trams passed the front door. Attractive foyer. Staff spoke English and gave good guidance to how to get around. Breakfast waitress was very helpful but the selection of food was limited and breakfast finished at 09:00.
",Rooms were tired. Carpet needed a good clean or replacement. Plumbing system outdated. Various fittings were missing or knobs had come off. There were about 5 lamps that needed replacing. The tv remote did not work and request for new batteries did not happen. Unfortunately 2 of our party were ill and stayed in their rooms and were disturbed even though we had requested that the rooms were not serviced that day. Nothing to do with the hotel but there is a 10 euro per night city tax ,2.5
22,7.1,"Positive: Great location and recently refurbished.
Negative: We had 2 superior rooms one of which was significantly larger and nicer than the other these rooms should not have been in the same price category. The roof terrace could be nice but is full of very uncomfortable table and chairs instead of relaxing seating. Also no proper introduction was given by staff and had to ask many questions to get standard information ","Great location and recently refurbished.
",We had 2 superior rooms one of which was significantly larger and nicer than the other these rooms should not have been in the same price category. The roof terrace could be nice but is full of very uncomfortable table and chairs instead of relaxing seating. Also no proper introduction was given by staff and had to ask many questions to get standard information ,7.9,"Positive: Nice hotel, friendly staff and convenient location. 
Negative: Cleaning staff were so noisy and woke us up. Mini bar wasn't stocked for a 3 days they only gave us tiny towels on the last day ","Nice hotel, friendly staff and convenient location. 
",Cleaning staff were so noisy and woke us up. Mini bar wasn't stocked for a 3 days they only gave us tiny towels on the last day ,8.8,"Positive: The location is excellent. Clean hotel. Nice staff.
Negative: Complimentary tea coffee water could have been provided and would be nice ","The location is excellent. Clean hotel. Nice staff.
",Complimentary tea coffee water could have been provided and would be nice ,9.2,"Positive: Perfect location. Very big room and clean. Everyone was really friendly.
Negative: I didn't like the air freshener used in the public areas. I think it was supposed to smell like strawberry. Very artificial. But my company did like it so this was personal and not really a complaint ","Perfect location. Very big room and clean. Everyone was really friendly.
",I didn't like the air freshener used in the public areas. I think it was supposed to smell like strawberry. Very artificial. But my company did like it so this was personal and not really a complaint ,9.2,"Positive: The location is perfect, staff are very friendly and helpful clean rooms and nice balcony view. 
Negative: Towels are so used up I'd suggest to bring your own towels. Rooms are a bit too small if you have larger luggages ","The location is perfect, staff are very friendly and helpful clean rooms and nice balcony view. 
",Towels are so used up I'd suggest to bring your own towels. Rooms are a bit too small if you have larger luggages ,10,"Positive: great location, great breakfast, nice staff, near the metro and near the air bus to the airport.
Negative: the weather prasar wasn't very good","great location, great breakfast, nice staff, near the metro and near the air bus to the airport.
",the weather prasar wasn't very good,10,"Positive: Beautiful decoration amazing design. Super friendly staff perfect location. Thanks for all the extra care of my baby.
Negative:","Beautiful decoration amazing design. Super friendly staff perfect location. Thanks for all the extra care of my baby.
",,7.1
23,3.3,"Positive: Staff were pleasant.
Negative: Safe was broken held my passport and cash without receipts, had to beg for soap and towels. Fruit was old and bruised. Should have not been charged 85 for bar in room since I did not have a safe and electricity went out and food spiiled","Staff were pleasant.
","Safe was broken held my passport and cash without receipts, had to beg for soap and towels. Fruit was old and bruised. Should have not been charged 85 for bar in room since I did not have a safe and electricity went out and food spiiled",6.3,"Positive: Great boutique for a single traveller as rooms too small for more then one.
Negative: Too small for us and limited facilities. Also no flannels or face cloths in bathrooms ","Great boutique for a single traveller as rooms too small for more then one.
",Too small for us and limited facilities. Also no flannels or face cloths in bathrooms ,7.5,"Positive: The service is quite good. And the location is really nice for visitor. Convenience and safe. 
Negative: But the hardware is not quite well and the room is a bit small. For the breakfast there are little choose ","The service is quite good. And the location is really nice for visitor. Convenience and safe. 
",But the hardware is not quite well and the room is a bit small. For the breakfast there are little choose ,7.9,"Positive: It is in a great location.
Negative: Very narrow stairs lift was only for one person, air conditioning didn't work ","It is in a great location.
","Very narrow stairs lift was only for one person, air conditioning didn't work ",8.3,"Positive: The location is excellent. The staff is very friendly. Very good wifi. But very small rooms.
Negative: Rooms were too small ","The location is excellent. The staff is very friendly. Very good wifi. But very small rooms.
",Rooms were too small ,9.2,"Positive: Attentive friendly staff. Efficient power shower. Enviable St. Germain location. Quirky decor by Jacques Garcia designer of Hotel Costes Paris Park Chinois London. Clean. Fairly quiet. Cosy lobby lounge and breakfast room. Appealing breakfast offer.
Negative: Ask for bigger than a standard cramped room. In Feb radiator on full still not warm enough and climate control was switched off, blanket or extra heater promptly offered. No in room tea coffee maker as offered in many lesser Paris hotels. Wall fixed hairdryer components constantly fell apart in hand. Generally quiet but walls slightly too thin could hear events next door. View onto drab rear courtyard","Attentive friendly staff. Efficient power shower. Enviable St. Germain location. Quirky decor by Jacques Garcia designer of Hotel Costes Paris Park Chinois London. Clean. Fairly quiet. Cosy lobby lounge and breakfast room. Appealing breakfast offer.
","Ask for bigger than a standard cramped room. In Feb radiator on full still not warm enough and climate control was switched off, blanket or extra heater promptly offered. No in room tea coffee maker as offered in many lesser Paris hotels. Wall fixed hairdryer components constantly fell apart in hand. Generally quiet but walls slightly too thin could hear events next door. View onto drab rear courtyard",9.6,"Positive: Breakfast is delicious, soft boiled eggs self made with plenty of excellent bread and pastries. Location is just ideal. Staff very helpful and kind.
Negative:","Breakfast is delicious, soft boiled eggs self made with plenty of excellent bread and pastries. Location is just ideal. Staff very helpful and kind.
",,3.3
24,5.4,"Positive:
Negative: Very good design hotel. Poorly maintained smelly rooms as if not used for a long time. Bathrooms had no door impossible for children to use. Only suitable for a couple ","
",Very good design hotel. Poorly maintained smelly rooms as if not used for a long time. Bathrooms had no door impossible for children to use. Only suitable for a couple ,9.2,"Positive: Fantastic location right next to metro Diagonal close to designer stores and exclusive restaurants. Fantastic staff friendly helpful attentive and outstanding Michelin star restaurant.
Negative: Swimming pool on the roof is more for show rather than swimming. Corridors to room are very dark and light strips were not that clean ","Fantastic location right next to metro Diagonal close to designer stores and exclusive restaurants. Fantastic staff friendly helpful attentive and outstanding Michelin star restaurant.
",Swimming pool on the roof is more for show rather than swimming. Corridors to room are very dark and light strips were not that clean ,9.2,"Positive: Great location. View from terrace of la pedrera is great too. Close to metro too. Staff very helpful with restaurant bookings.
Negative: A bit too cool for us. Maybe not relaxed enough. A bit pricy too ","Great location. View from terrace of la pedrera is great too. Close to metro too. Staff very helpful with restaurant bookings.
",A bit too cool for us. Maybe not relaxed enough. A bit pricy too ,9.6,"Positive: My place to stay in Barcelona. Everything is perfect starting from location and ending with very efficient and friendly staff. Best value for money. Hint pick a room facing inner yard on higher floors.
Negative: They were rennpvating club facility in the 1 floor so all usual parties took place in the lobby if you are staying at the floors 1 to 3 you can hear the music quite well. But this should be fixed by April 17 ","My place to stay in Barcelona. Everything is perfect starting from location and ending with very efficient and friendly staff. Best value for money. Hint pick a room facing inner yard on higher floors.
",They were rennpvating club facility in the 1 floor so all usual parties took place in the lobby if you are staying at the floors 1 to 3 you can hear the music quite well. But this should be fixed by April 17 ,10,"Positive: We liked the breakfast and the family suite was perfect space and comfort for our family of 5. Also they give you a lot of little toiletry items in the bathroom in case you forgot something.
Negative: That they didn't have wash cloths in the bathroom but not the biggest deal ","We liked the breakfast and the family suite was perfect space and comfort for our family of 5. Also they give you a lot of little toiletry items in the bathroom in case you forgot something.
",That they didn't have wash cloths in the bathroom but not the biggest deal ,10,"Positive: Hotel was very cozy and comfortable. Staff was very friendly also. Loved our room. Bed was comfortable. Great location close to many restaurants and shopping areas.
Negative:","Hotel was very cozy and comfortable. Staff was very friendly also. Loved our room. Bed was comfortable. Great location close to many restaurants and shopping areas.
",,10,"Positive: The room gorgeous. The rooftop bar divine. The service flawless. They brought a chocolate cake to my room and my birthday was 3 days prior. When I went out for the evening I came back to a box of truffles on my pillow with my window shades lowered. What else could you ask for.
Negative: Nothing to add here this hotel has everything ","The room gorgeous. The rooftop bar divine. The service flawless. They brought a chocolate cake to my room and my birthday was 3 days prior. When I went out for the evening I came back to a box of truffles on my pillow with my window shades lowered. What else could you ask for.
",Nothing to add here this hotel has everything ,5.4
